0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.764705999999999914e-02,2.272727000000000080e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.933054000000000272e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.118227000000000027e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.602509999999999935e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.822660000000000113e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.428570999999999591e-01,3.676471000000000166e-03,3.333332999999999990e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.142857000000000234e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.166667000000000010e-01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.602509999999999935e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.822660000000000113e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.428570999999999591e-01,3.676471000000000166e-03,3.333332999999999990e-01
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.602509999999999935e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.822660000000000113e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.428570999999999591e-01,3.676471000000000166e-03,3.333332999999999990e-01
1.764705999999999914e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.430481000000000114e-01,0.000000000000000000e+00,1.176470999999999940e-02,3.747899000000000092e-01,3.195176000000000127e-01,2.352941000000000060e-02,1.176471000000000044e-01,5.882352999999999887e-02,3.764705999999999886e-01,1.235293999999999975e-01,5.258475999999999706e-01,5.379085000000000116e-01,1.176470999999999940e-02,0.000000000000000000e+00,2.352941000000000060e-02,5.683823999999999543e-01,3.568626999999999772e-01
2.272727000000000080e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.430481000000000114e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.714285999999999976e-01,4.587296000000000151e-01,0.000000000000000000e+00,1.590909000000000073e-01,0.000000000000000000e+00,1.136363999999999985e-01,3.181818000000000146e-01,3.728168000000000037e-01,2.912457999999999991e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.925133999999999457e-01,1.136363999999999985e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.176470999999999940e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.999999999999999778e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.444444000000000172e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.477832999999999924e-02,0.000000000000000000e+00,5.833333000000000546e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.747899000000000092e-01,3.714285999999999976e-01,0.000000000000000000e+00,5.999999999999999778e-01,0.000000000000000000e+00,8.989838999999999469e-02,0.000000000000000000e+00,5.873015999999999792e-01,2.857142999999999836e-02,8.571428999999999854e-02,0.000000000000000000e+00,2.817734000000000072e-01,2.756614000000000009e-01,5.833333000000000546e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.914915999999999952e-01,8.571428999999999854e-02
3.933054000000000272e-01,4.602509999999999935e-02,0.000000000000000000e+00,4.602509999999999935e-02,4.602509999999999935e-02,3.195176000000000127e-01,4.587296000000000151e-01,0.000000000000000000e+00,0.000000000000000000e+00,8.989838999999999469e-02,0.000000000000000000e+00,6.276151000000000646e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.506276000000000004e-01,3.430962000000000178e-01,5.591648000000000174e-01,1.548116999999999965e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.087865999999999972e-01,1.549194000000000127e-01,2.594141999999999837e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.352941000000000060e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.276151000000000646e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.182266000000000011e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.571428999999999854e-01,0.000000000000000000e+00,3.333332999999999990e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.176471000000000044e-01,1.590909000000000073e-01,0.000000000000000000e+00,4.444444000000000172e-01,5.873015999999999792e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.403941000000000494e-02,4.629630000000000134e-01,4.444444000000000172e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.838235000000000008e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,7.142857000000000234e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.882352999999999887e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.857142999999999836e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.433498000000000300e-02,3.703704000000000024e-02,4.166667000000000010e-01,7.142857000000000234e-01,0.000000000000000000e+00,3.308823999999999793e-02,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.764705999999999886e-01,1.136363999999999985e-01,0.000000000000000000e+00,0.000000000000000000e+00,8.571428999999999854e-02,1.506276000000000004e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.921181999999999890e-01,4.814815000000000067e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.720588000000000450e-02,3.333332999999999990e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.235293999999999975e-01,3.181818000000000146e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.430962000000000178e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.374383999999999995e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.985294000000000225e-02,0.000000000000000000e+00
2.118227000000000027e-01,1.822660000000000113e-01,0.000000000000000000e+00,1.822660000000000113e-01,1.822660000000000113e-01,5.258475999999999706e-01,3.728168000000000037e-01,0.000000000000000000e+00,1.477832999999999924e-02,2.817734000000000072e-01,5.591648000000000174e-01,1.182266000000000011e-01,6.403941000000000494e-02,4.433498000000000300e-02,1.921181999999999890e-01,8.374383999999999995e-02,0.000000000000000000e+00,2.969349000000000016e-01,1.477832999999999924e-02,0.000000000000000000e+00,3.004925999999999986e-01,3.365329000000000237e-01,4.926108000000000153e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.379085000000000116e-01,2.912457999999999991e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.756614000000000009e-01,1.548116999999999965e-01,0.000000000000000000e+00,4.629630000000000134e-01,3.703704000000000024e-02,4.814815000000000067e-01,0.000000000000000000e+00,2.969349000000000016e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.126361999999999752e-01,3.333332999999999990e-01
0.000000000000000000e+00,0.000000000000000000e+00,4.166667000000000010e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.176470999999999940e-02,0.000000000000000000e+00,0.000000000000000000e+00,5.833333000000000546e-01,5.833333000000000546e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.444444000000000172e-01,4.166667000000000010e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.477832999999999924e-02,0.000000000000000000e+00,0.000000000000000000e+00,4.166667000000000010e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.142857000000000234e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.166667000000000010e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,6.428570999999999591e-01,0.000000000000000000e+00,6.428570999999999591e-01,6.428570999999999591e-01,2.352941000000000060e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.087865999999999972e-01,3.571428999999999854e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.004925999999999986e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.676471000000000166e-03,6.666666999999999454e-01
0.000000000000000000e+00,3.676471000000000166e-03,0.000000000000000000e+00,3.676471000000000166e-03,3.676471000000000166e-03,5.683823999999999543e-01,6.925133999999999457e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.914915999999999952e-01,1.549194000000000127e-01,0.000000000000000000e+00,1.838235000000000008e-01,3.308823999999999793e-02,7.720588000000000450e-02,6.985294000000000225e-02,3.365329000000000237e-01,3.126361999999999752e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.676471000000000166e-03,0.000000000000000000e+00,8.088235000000000563e-02
0.000000000000000000e+00,3.333332999999999990e-01,0.000000000000000000e+00,3.333332999999999990e-01,3.333332999999999990e-01,3.568626999999999772e-01,1.136363999999999985e-01,0.000000000000000000e+00,0.000000000000000000e+00,8.571428999999999854e-02,2.594141999999999837e-01,3.333332999999999990e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.333332999999999990e-01,0.000000000000000000e+00,4.926108000000000153e-01,3.333332999999999990e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.666666999999999454e-01,8.088235000000000563e-02,0.000000000000000000e+00
